spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
1,17894,0.292447231,0.808126058,98,FALSE,TRUE,TRUE,FALSE,snappy,51,25,org.apache.spark.serializer.JavaSerializer,459755
1,17010,0.291050418,0.116104449,162,TRUE,FALSE,TRUE,TRUE,lzf,45,13,org.apache.spark.serializer.KryoSerializer,466330
1,17424,0.671623355,0.142833769,51,FALSE,FALSE,TRUE,FALSE,lz4,26,35,org.apache.spark.serializer.JavaSerializer,466527
1,11984,0.249007822,0.604264498,60,FALSE,FALSE,TRUE,FALSE,lz4,14,30,org.apache.spark.serializer.KryoSerializer,466745
1,17756,0.155509055,0.685168742,133,TRUE,TRUE,TRUE,FALSE,lz4,9,36,org.apache.spark.serializer.JavaSerializer,468475
1,10361,0.306910259,0.895531811,74,FALSE,TRUE,TRUE,TRUE,snappy,54,34,org.apache.spark.serializer.KryoSerializer,468675
1,10618,0.769633941,0.763182725,294,FALSE,TRUE,FALSE,TRUE,lzf,47,35,org.apache.spark.serializer.JavaSerializer,469732
1,18423,0.288527129,0.564566416,277,FALSE,TRUE,FALSE,TRUE,snappy,13,11,org.apache.spark.serializer.JavaSerializer,471338
1,18416,0.838432676,0.725658004,295,FALSE,FALSE,TRUE,TRUE,lzf,63,19,org.apache.spark.serializer.JavaSerializer,471936
1,17443,0.891588293,0.795209067,51,FALSE,TRUE,FALSE,FALSE,snappy,93,36,org.apache.spark.serializer.JavaSerializer,475997
1,19801,0.44015194,0.384485384,319,TRUE,FALSE,TRUE,FALSE,snappy,87,15,org.apache.spark.serializer.JavaSerializer,477091
1,15474,0.156569506,0.630944088,336,TRUE,FALSE,TRUE,TRUE,lzf,91,24,org.apache.spark.serializer.JavaSerializer,477438
1,10719,0.444058265,0.726595183,338,FALSE,FALSE,FALSE,TRUE,lzf,85,17,org.apache.spark.serializer.JavaSerializer,478451
1,13786,0.136322132,0.713092854,353,FALSE,FALSE,FALSE,TRUE,snappy,19,13,org.apache.spark.serializer.KryoSerializer,482079
