spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
4,17973,0.898469141,0.583052711,8,TRUE,TRUE,TRUE,FALSE,snappy,78,60,org.apache.spark.serializer.JavaSerializer,285508
1,10028,0.624221932,0.272765043,33,FALSE,TRUE,FALSE,FALSE,snappy,18,52,org.apache.spark.serializer.KryoSerializer,286998
2,18176,0.428330454,0.780236775,13,TRUE,TRUE,TRUE,FALSE,lzf,74,21,org.apache.spark.serializer.KryoSerializer,293306
4,16512,0.365896246,0.510894752,14,TRUE,FALSE,FALSE,TRUE,snappy,47,15,org.apache.spark.serializer.JavaSerializer,295022
1,5725,0.421485695,0.882624799,143,FALSE,TRUE,TRUE,TRUE,lz4,87,43,org.apache.spark.serializer.KryoSerializer,297285
2,5871,0.367187836,0.539874086,151,TRUE,FALSE,FALSE,TRUE,snappy,71,22,org.apache.spark.serializer.KryoSerializer,297654
1,14737,0.537344934,0.771265015,39,FALSE,TRUE,FALSE,FALSE,snappy,19,26,org.apache.spark.serializer.KryoSerializer,301637
1,16955,0.732351006,0.41439946,171,FALSE,TRUE,TRUE,TRUE,snappy,20,22,org.apache.spark.serializer.JavaSerializer,303937
2,7961,0.820124858,0.378614028,15,TRUE,FALSE,FALSE,TRUE,lzf,32,33,org.apache.spark.serializer.KryoSerializer,308349
1,11258,0.628843806,0.891537629,206,FALSE,FALSE,FALSE,FALSE,snappy,45,45,org.apache.spark.serializer.JavaSerializer,308436
1,9004,0.246994362,0.12856441,133,FALSE,TRUE,FALSE,TRUE,snappy,67,51,org.apache.spark.serializer.JavaSerializer,309653
1,8428,0.423704909,0.471161407,22,TRUE,FALSE,TRUE,FALSE,snappy,25,41,org.apache.spark.serializer.JavaSerializer,310595
1,16927,0.588227143,0.41571593,131,FALSE,FALSE,TRUE,TRUE,lz4,19,61,org.apache.spark.serializer.KryoSerializer,315832
1,15094,0.257212222,0.697204167,206,TRUE,TRUE,TRUE,TRUE,lz4,43,10,org.apache.spark.serializer.JavaSerializer,319752
1,17025,0.698000144,0.646572465,168,FALSE,FALSE,TRUE,TRUE,snappy,49,27,org.apache.spark.serializer.KryoSerializer,322079
1,12780,0.610770026,0.126297702,111,FALSE,FALSE,TRUE,TRUE,lzf,41,16,org.apache.spark.serializer.KryoSerializer,322714
1,12811,0.746558864,0.812838536,165,FALSE,TRUE,TRUE,FALSE,lz4,40,42,org.apache.spark.serializer.KryoSerializer,328611
1,17760,0.623805481,0.857662458,172,FALSE,FALSE,FALSE,TRUE,lz4,52,51,org.apache.spark.serializer.KryoSerializer,331637
1,13865,0.40855668,0.622419469,68,FALSE,FALSE,FALSE,TRUE,lzf,78,20,org.apache.spark.serializer.KryoSerializer,333261
1,17728,0.39584971,0.870350198,117,TRUE,FALSE,FALSE,TRUE,lz4,96,54,org.apache.spark.serializer.JavaSerializer,334608
1,17175,0.845727027,0.809508509,29,FALSE,TRUE,FALSE,TRUE,lzf,49,49,org.apache.spark.serializer.JavaSerializer,335679
1,13187,0.429231816,0.888147326,111,TRUE,FALSE,TRUE,TRUE,lz4,23,39,org.apache.spark.serializer.JavaSerializer,339546
1,17522,0.593394512,0.804603065,42,TRUE,FALSE,TRUE,TRUE,lz4,34,61,org.apache.spark.serializer.KryoSerializer,340564
1,19866,0.622778936,0.200085586,209,TRUE,TRUE,TRUE,FALSE,lzf,31,61,org.apache.spark.serializer.JavaSerializer,352551
